id,code,name,note,account_type,reconcile,chart_template_id:id
account_template_12307000002,1.2.3.07.000002,(-) CONTROLADAS COLIGADAS CUSTO CORRIGID,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12307000003,1.2.3.07.000003,(-) OUTRAS PARTICIPAÇÕES SOCIETÁRIAS,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12307000004,1.2.3.07.000004,(-) PARTICIPAÇÕES POR INCENTIVOS FISCAIS,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12307000005,1.2.3.07.000005,(-) IMÓVEIS NÃO DESTINADOS A USO,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12307000006,1.2.3.07.000006,(-) OUTROS INVESTIMENTOS PERMANENTES,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12401000001,1.2.4.01.000001,TERRENOS,,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12401000002,1.2.4.01.000002,CONSTRUÇÕES,,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12401000003,1.2.4.01.000003,EDIFÍCIOS,,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12402000001,1.2.4.02.000001,MÓVEIS E UTENSÍLIOS,,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12403000001,1.2.4.03.000001,COMPUTADORES E PERIFÉRICOS,,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12403000002,1.2.4.03.000002,"FERRAMENTAS, PEÇAS E ACESSÓRIOS",,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12403000003,1.2.4.03.000003,BENS CEDIDOS EM COMODATO,,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12403000004,1.2.4.03.000004,MÁQUINAS E EQUIPAMENTOS,,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12404000001,1.2.4.04.000001,VEÍCULOS,,asset_fixed,0,l10n_br_coa_saveincloud_chart_template
account_template_12407000001,1.2.4.07.000001,(-) DEPRECIAÇÕES DE EDIFÍCIOS,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12407000002,1.2.4.07.000002,(-) DEPRECIAÇÕES DE MÓVEIS E UTENSÍLIOS,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12407000003,1.2.4.07.000003,"(-) DEPRECIAÇÕES DE MÁQUINAS, EQUIP. FER",,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12407000004,1.2.4.07.000004,(-) DEPRECIAÇÕES DE VEÍCULOS,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12407000005,1.2.4.07.000005,(-) EXAUSTÕES E DEPREC. DE REC. NATURAIS,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12407000006,1.2.4.07.000006,"(-) AMORTIZAÇÃO DE MARCAS, DIR. PATENTES",,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_12407000007,1.2.4.07.000007,(-) DEPRECIAÇÕES DE COMPUTADORES E PERIFÉRICOS,,asset_non_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21101000001,2.1.1.01.000001,EMPRÉSTIMO BANCO BRASIL,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21101000008,2.1.1.01.000008,BANCO ITAU EMPRESTIMO USO AUTOMATICO - 16987-6,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21101000009,2.1.1.01.000009,EMPRESTIMO BANCO SICOOB,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21101000010,2.1.1.01.000010,EMPRESTIMO BANCO ITAU (USO AUTOMATICO CX AVAL),,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21103000001,2.1.1.03.000001,FINANCIAMENTO BANCO FINASA,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21301000001,2.1.3.01.000001,FORNECEDORES,,liability_current,1,l10n_br_coa_saveincloud_chart_template
account_template_21401000001,2.1.4.01.000001,IPI A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000002,2.1.4.01.000002,ICMS A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000003,2.1.4.01.000003,ISS A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000004,2.1.4.01.000004,PROVISÃO PARA IMPOSTO DE RENDA,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000005,2.1.4.01.000005,PROVISÃO P/ CONTRIBUIÇÃO SOCIAL S/ LUCRO,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000006,2.1.4.01.000006,IMPOSTO DE RENDA A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000007,2.1.4.01.000007,CONTRIBUIÇÃO SOCIAL A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000008,2.1.4.01.000008,IRRF A RECOLHER CÓD. 0561,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000009,2.1.4.01.000009,PIS A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000010,2.1.4.01.000010,COFINS A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000011,2.1.4.01.000011,PROVISÃO PARA IOF,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000012,2.1.4.01.000012,CRF A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000013,2.1.4.01.000013,ISS RETIDO A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000014,2.1.4.01.000014,INSS RETIDO A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
account_template_21401000015,2.1.4.01.000015,SIMPLES NACIONAL A RECOLHER,,liability_current,0,l10n_br_coa_saveincloud_chart_template
